Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,dttl,sttl,ct_flw_http_mthd,res_len,trans_depth,dmeansz,smeansz,dwin,swin,dtcpb,stcpb,Label,attack_cat,res_bdy_len
1588207248,10.0.1.6,57125,192.168.0.4,8443,tcp,ssl,0.012936115,997,1823,RSTO,7,6,0,34,34,34,0,34,34,66,63,128,0,0,0,345,184,11124,10639,3100919070,2469912034,,,
1588207248,10.0.1.6,57126,192.168.0.4,8443,tcp,ssl,0.011013985,997,1823,RSTO,7,6,0,35,35,35,0,35,35,66,63,128,0,0,0,345,184,11124,10639,1497751543,1877643378,,,
1588207249,10.0.1.6,57127,192.168.0.4,8443,tcp,ssl,0.012413979,997,1823,RSTO,7,6,0,36,36,36,0,36,36,66,63,128,0,0,0,345,184,11124,10639,1967674891,2533496063,,,
1588207250,10.0.1.6,57128,192.168.0.4,8443,tcp,ssl,0.010612965,997,1823,RSTO,7,6,0,37,37,37,0,37,37,66,63,128,0,0,0,345,184,11124,16788,1176507193,3353683711,,,
1588207251,10.0.1.6,57129,192.168.0.4,8443,tcp,ssl,0.009895086,997,1823,RSTO,7,6,0,38,38,38,0,38,38,66,63,128,0,0,0,345,184,11124,10639,3170951175,4084983720,,,
1588207252,10.0.1.6,57130,192.168.0.4,8443,tcp,ssl,0.009584904,997,1823,RSTO,7,6,0,39,39,39,0,39,39,66,63,128,0,0,0,345,184,11124,10639,3121416322,1278777545,,,
1588207254,10.0.1.6,57131,192.168.0.4,8443,tcp,ssl,0.012756109,997,1823,RSTO,7,6,0,40,40,40,0,40,40,67,63,128,0,0,0,345,184,11124,10639,1602666278,2015747017,,,
1588207255,10.0.1.6,57132,192.168.0.4,8443,tcp,ssl,0.008975983,997,1823,RSTO,7,6,0,41,41,41,0,41,41,68,63,128,0,0,0,345,184,11124,20887,4118635266,3036545331,,,
1588207256,10.0.1.6,57133,192.168.0.4,8443,tcp,ssl,0.008823156,997,1823,RSTO,7,6,0,42,42,42,0,42,42,69,63,128,0,0,0,345,184,11124,10639,648605223,1143692869,,,
1588207258,10.0.1.6,57135,192.168.0.4,8443,tcp,ssl,0.008658886,997,1823,RSTO,7,6,0,43,43,43,0,43,43,70,63,128,0,0,0,345,184,11124,20887,4220342768,2080358764,,,
1588207259,10.0.1.6,57136,192.168.0.4,8443,tcp,ssl,0.009601116,997,1823,RSTO,7,6,0,44,44,44,0,44,44,70,63,128,0,0,0,345,184,11124,10639,1206269238,1741470795,,,
1588207261,10.0.1.6,57137,192.168.0.4,8443,tcp,ssl,0.009692907,997,1823,RSTO,7,6,0,45,45,45,0,45,45,70,63,128,0,0,0,345,184,11124,10639,777252004,728106752,,,
1588207263,10.0.1.6,57138,192.168.0.4,8443,tcp,ssl,0.010910034,997,1823,RSTO,7,6,0,46,46,46,0,46,46,71,63,128,0,0,0,345,184,11124,10639,2455442700,1913800698,,,
1588207265,10.0.1.6,57139,192.168.0.4,8443,tcp,ssl,0.010372877,997,1823,RSTO,7,6,0,47,47,47,0,47,47,72,63,128,0,0,0,345,184,11124,10639,3846276779,1017668410,,,
1588207267,10.0.1.6,57140,192.168.0.4,8443,tcp,ssl,0.010342121,997,1823,RSTO,7,6,0,48,48,48,0,48,48,73,63,128,0,0,0,345,184,11124,10639,3288499878,118027511,,,
1588207269,10.0.1.6,57141,192.168.0.4,8443,tcp,ssl,0.010262966,997,1823,RSTO,7,6,0,49,49,49,0,49,49,73,63,128,0,0,0,345,184,11124,10639,799109314,1710087674,,,
1588207271,10.0.1.6,57142,192.168.0.4,8443,tcp,ssl,0.010080099,997,1823,RSTO,7,6,0,50,50,50,0,50,50,73,63,128,0,0,0,345,184,11124,10639,3660467927,2026035923,,,
1588207273,10.0.1.6,57143,192.168.0.4,8443,tcp,ssl,0.009814978,997,1823,RSTO,7,6,0,51,51,51,0,51,51,73,63,128,0,0,0,345,184,11124,10639,188898227,1436817476,,,
1588207276,10.0.1.6,57144,192.168.0.4,8443,tcp,ssl,0.009320021,997,1823,RSTO,7,6,0,52,52,52,0,52,52,73,63,128,0,0,0,345,184,11124,20887,2117935302,404409975,,,
1588207278,10.0.1.6,57145,192.168.0.4,8443,tcp,ssl,0.010602951,997,1823,RSTO,7,6,0,53,53,53,0,53,53,73,63,128,0,0,0,345,184,11124,10639,2631478957,2206777611,,,
1588207281,10.0.1.6,57146,192.168.0.4,8443,tcp,ssl,0.010573864,997,1823,RSTO,7,6,0,54,54,54,0,54,54,73,63,128,0,0,0,345,184,11124,10639,54951612,1439168066,,,
1588207222,10.0.1.4,60857,10.0.1.6,135,tcp,dce_rpc,59.96172094,328,280,SF,7,5,0,2,2,2,0,27,27,27,128,128,0,0,0,98,88,14745,10933,3182771765,3765104629,,,
1588207284,10.0.1.6,57147,192.168.0.4,8443,tcp,ssl,0.012367964,997,1823,RSTO,7,6,0,55,55,55,0,55,55,73,63,128,0,0,0,345,184,11124,10639,3748150169,518421655,,,
1588207286,10.0.1.6,57148,192.168.0.4,8443,tcp,ssl,0.010187149,997,1823,RSTO,7,6,0,56,56,56,0,56,56,74,63,128,0,0,0,345,184,11124,10639,3232194600,3178038314,,,
1588207289,10.0.1.6,57149,192.168.0.4,8443,tcp,ssl,0.010375023,997,1823,RSTO,7,6,0,57,57,57,0,57,57,74,63,128,0,0,0,345,184,11124,10639,2177739252,2744136343,,,
1588207292,10.0.1.6,57150,192.168.0.4,8443,tcp,ssl,0.013251066,997,1823,RSTO,7,6,0,58,58,58,0,58,58,75,63,128,0,0,0,345,184,11124,10639,583964093,2990193178,,,
1588207295,10.0.1.6,57151,192.168.0.4,8443,tcp,ssl,0.009938955,997,1823,RSTO,7,6,0,59,59,59,0,59,59,76,63,128,0,0,0,345,184,11124,10639,1747236405,3463267478,,,
1588207299,10.0.1.6,57152,192.168.0.4,8443,tcp,ssl,0.009809971,997,1823,RSTO,7,6,0,60,60,60,0,60,60,77,63,128,0,0,0,345,184,11124,10639,2350744458,1135845041,,,
1588207302,10.0.1.6,57153,192.168.0.4,8443,tcp,ssl,0.010884047,997,1823,RSTO,7,6,0,61,61,61,0,61,61,78,63,128,0,0,0,345,184,11124,10639,61397828,1871331882,,,
1588207305,10.0.1.6,57154,192.168.0.4,8443,tcp,ssl,0.012353897,997,1823,RSTO,7,6,0,62,62,62,0,62,62,79,63,128,0,0,0,345,184,11124,10639,3931063364,3255362133,,,
1588207309,10.0.1.6,57155,192.168.0.4,8443,tcp,ssl,0.010509014,997,1823,RSTO,7,6,0,63,63,63,0,63,63,79,63,128,0,0,0,345,184,11124,10639,2072155062,53851650,,,
1588207312,10.0.1.6,57156,192.168.0.4,8443,tcp,ssl,0.00861001,997,1953,RSTO,7,6,0,64,64,64,0,64,64,80,63,128,0,0,0,367,184,11124,10639,3616184644,2944277426,,,
1588207312,10.0.1.6,57157,192.168.0.4,8443,tcp,ssl,0.006652117,1151,1823,RSTO,7,6,0,65,65,65,0,65,65,80,63,128,0,0,0,345,206,11124,10639,278177917,2068136946,,,
1588207312,10.0.1.6,57158,192.168.0.4,8443,tcp,ssl,0.008034945,997,2015,RSTO,7,6,0,66,66,66,0,66,66,80,63,128,0,0,0,377,184,11124,10639,2902991860,3899355279,,,
1588207312,10.0.1.6,57159,192.168.0.4,8443,tcp,ssl,0.008708,1166,1823,RSTO,7,6,0,67,67,67,0,67,67,80,63,128,0,0,0,345,208,11124,10639,3214870219,1122634065,,,
1588207312,10.0.1.6,57160,192.168.0.4,8443,tcp,ssl,0.310946941,997,606844,RSTO,26,33,0,68,68,68,0,68,68,80,63,128,0,0,0,18429,78,2432,4361,3859628789,3238508764,,,
1588207313,10.0.1.6,57161,192.168.0.4,8443,tcp,ssl,0.009772062,1167,1823,RSTO,7,6,0,69,69,69,0,69,69,80,63,128,0,0,0,345,208,11124,10639,4066034309,928471368,,,
1588207313,10.0.1.6,57162,192.168.0.4,8443,tcp,ssl,0.007610083,997,1936,RSTO,7,6,0,70,70,70,0,70,70,80,63,128,0,0,0,364,184,11124,10639,1448767841,1922792624,,,
1588207313,10.0.1.6,57163,192.168.0.4,8443,tcp,ssl,0.007570982,1154,1823,RSTO,7,6,0,71,71,71,0,71,71,81,63,128,0,0,0,345,206,11124,10639,531245213,560206433,,,
1588207313,10.0.1.6,57164,192.168.0.4,8443,tcp,ssl,0.008448124,997,1936,RSTO,7,6,0,72,72,72,0,72,72,82,63,128,0,0,0,364,184,11124,10639,1189319411,2844847827,,,
1588207313,10.0.1.6,57165,192.168.0.4,8443,tcp,ssl,0.007377863,1154,1823,RSTO,7,6,0,73,73,73,0,73,73,83,63,128,0,0,0,345,206,11124,10639,1592908179,3283541082,,,
1588207313,10.0.1.6,57166,192.168.0.4,8443,tcp,ssl,0.023601055,997,1937,RSTO,7,6,0,74,74,74,0,74,74,84,63,128,0,0,0,364,184,11124,10639,2455497758,4074624706,,,
1588207313,10.0.1.6,57167,192.168.0.4,8443,tcp,ssl,0.016510963,1155,1823,RSTO,7,6,0,75,75,75,0,75,75,85,63,128,0,0,0,345,206,11124,10639,919212239,765944530,,,
1588207313,10.0.1.6,57168,192.168.0.4,8443,tcp,ssl,0.007862806,997,1823,RSTO,7,6,0,76,76,76,0,76,76,85,63,128,0,0,0,345,184,11124,10639,3087754068,4082324400,,,
1588207313,10.0.1.6,57169,192.168.0.4,8443,tcp,ssl,0.007854939,997,1823,RSTO,7,6,0,77,77,77,0,77,77,85,63,128,0,0,0,345,184,11124,10639,3108986146,1424974549,,,
1588207313,10.0.1.6,57170,192.168.0.4,8443,tcp,ssl,0.013473988,997,1823,RSTO,7,6,0,78,78,78,0,78,78,86,63,128,0,0,0,345,184,11124,10639,1967609874,3289350456,,,
1588207313,10.0.1.6,57171,192.168.0.4,8443,tcp,ssl,0.011464834,997,1823,RSTO,7,6,0,79,79,79,0,79,79,87,63,128,0,0,0,345,184,11124,10639,1051017808,1805577919,,,
1588207314,10.0.1.6,57172,192.168.0.4,8443,tcp,ssl,0.01037693,997,1823,RSTO,7,6,0,80,80,80,0,80,80,88,63,128,0,0,0,345,184,11124,10639,209158499,3613856900,,,
1588207314,10.0.1.6,57173,192.168.0.4,8443,tcp,ssl,0.009206057,997,1823,RSTO,7,6,0,81,81,81,0,81,81,89,63,128,0,0,0,345,184,11124,20887,3781520530,3735874659,,,
1588207315,10.0.1.6,57174,192.168.0.4,8443,tcp,ssl,0.008858919,997,1823,RSTO,7,6,0,82,82,82,0,82,82,90,63,128,0,0,0,345,184,11124,10639,2610684801,3436689926,,,
1588207315,10.0.1.6,57175,192.168.0.4,8443,tcp,ssl,0.010840178,997,1823,RSTO,7,6,0,83,83,83,0,83,83,91,63,128,0,0,0,345,184,11124,10639,1258518733,412459049,,,
1588207316,10.0.1.6,57176,192.168.0.4,8443,tcp,ssl,0.009618998,997,1823,RSTO,7,6,0,84,84,84,0,84,84,92,63,128,0,0,0,345,184,11124,10639,888984719,1605704828,,,
1588207317,10.0.1.6,57177,192.168.0.4,8443,tcp,ssl,0.012093067,997,1823,RSTO,7,6,0,85,85,85,0,85,85,93,63,128,0,0,0,345,184,11124,10639,1566147528,3558016877,,,
1588207318,10.0.1.6,57178,192.168.0.4,8443,tcp,ssl,0.010631084,997,1823,RSTO,7,6,0,86,86,86,0,86,86,94,63,128,0,0,0,345,184,11124,10639,1184288183,1174958291,,,
1588207319,10.0.1.6,57179,192.168.0.4,8443,tcp,ssl,0.009331942,997,1823,RSTO,7,6,0,87,87,87,0,87,87,95,63,128,0,0,0,345,184,11124,10639,476319310,179136134,,,
1588207320,10.0.1.6,57180,192.168.0.4,8443,tcp,ssl,0.008831024,997,1823,RSTO,7,6,0,88,88,88,0,88,88,96,63,128,0,0,0,345,184,11124,10639,3064166029,3264457183,,,
1588207321,10.0.1.6,57181,192.168.0.4,8443,tcp,ssl,0.01169014,997,1959,RSTO,7,6,0,89,89,89,0,89,89,96,63,128,0,0,0,368,184,11124,20887,3732079163,1009772501,,,
1588207321,10.0.1.6,57182,192.168.0.4,8443,tcp,ssl,0.007295847,1151,1823,RSTO,7,6,0,90,90,90,0,90,90,96,63,128,0,0,0,345,206,11124,10639,2625828813,653569390,,,
1588207321,10.0.1.6,57183,192.168.0.4,8443,tcp,ssl,0.008902073,997,2021,RSTO,7,6,0,91,91,91,0,91,91,97,63,128,0,0,0,378,184,11124,10639,215687638,2014552397,,,
1588207321,10.0.1.6,57184,192.168.0.4,8443,tcp,ssl,0.008898973,1166,1823,RSTO,7,6,0,92,92,92,0,92,92,98,63,128,0,0,0,345,208,11124,10639,1708799791,2750104286,,,
1588207321,10.0.1.6,57185,192.168.0.4,8443,tcp,ssl,0.135882854,997,248923,RSTO,16,16,0,93,93,93,0,93,93,99,63,128,0,0,0,15598,103,4484,5807,148849281,2673831316,,,
1588207321,10.0.1.6,57186,192.168.0.4,8443,tcp,ssl,0.009319067,1167,1823,RSTO,7,6,0,94,94,94,0,94,94,99,63,128,0,0,0,345,208,11124,20887,3388048391,2091741405,,,
1588207321,10.0.1.6,57187,192.168.0.4,8443,tcp,ssl,0.009224176,997,1936,RSTO,7,6,0,95,95,95,0,95,95,99,63,128,0,0,0,364,184,11124,10639,2079976340,2770859017,,,
1588207321,10.0.1.6,57188,192.168.0.4,8443,tcp,ssl,0.007856846,1154,1823,RSTO,7,6,0,96,96,96,0,96,96,99,63,128,0,0,0,345,206,11124,10639,3938696263,727746893,,,
1588207321,10.0.1.6,57189,192.168.0.4,8443,tcp,ssl,0.006790161,997,1936,RSTO,7,6,0,97,97,97,0,97,97,99,63,128,0,0,0,364,184,11124,20887,2798148727,4224384762,,,
1588207321,10.0.1.6,57190,192.168.0.4,8443,tcp,ssl,0.00782609,1154,1823,RSTO,7,6,0,98,98,98,0,98,98,99,63,128,0,0,0,345,206,11124,10639,3193105661,1763636985,,,
1588207321,10.0.1.6,57191,192.168.0.4,8443,tcp,ssl,0.021997929,997,1937,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,364,184,11124,20887,1059966319,1362541371,,,
1588207321,10.0.1.6,57192,192.168.0.4,8443,tcp,ssl,0.016997099,1155,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,206,11124,10639,2763636729,1463238155,,,
1588207321,10.0.1.6,57193,192.168.0.4,8443,tcp,ssl,0.012744904,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3487730523,963459537,,,
1588207321,10.0.1.6,57194,192.168.0.4,8443,tcp,ssl,0.007491112,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3251218455,1538422470,,,
1588207321,10.0.1.6,57195,192.168.0.4,8443,tcp,ssl,0.011255026,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,604561831,3854108833,,,
1588207322,10.0.1.6,57196,192.168.0.4,8443,tcp,ssl,0.010271072,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3831963719,459362494,,,
1588207322,10.0.1.6,57197,192.168.0.4,8443,tcp,ssl,0.009689093,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,16788,1716573715,2467053154,,,
1588207322,10.0.1.6,57198,192.168.0.4,8443,tcp,ssl,0.009154797,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,16788,4128814222,3636623265,,,
1588207323,10.0.1.6,57199,192.168.0.4,8443,tcp,ssl,0.009634018,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2050561260,488964674,,,
1588207323,10.0.1.6,57200,192.168.0.4,8443,tcp,ssl,0.010922909,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2170805208,1437225661,,,
1588207324,10.0.1.6,57201,192.168.0.4,8443,tcp,ssl,0.011322021,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,1017592664,2805435377,,,
1588207325,10.0.1.6,57202,192.168.0.4,8443,tcp,ssl,0.011649132,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,16788,1777686147,641411452,,,
1588207326,10.0.1.6,57203,192.168.0.4,8443,tcp,ssl,0.011901855,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,1842258966,2505012887,,,
1588207327,10.0.1.6,57204,192.168.0.4,8443,tcp,ssl,0.010138988,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2107847500,2693297335,,,
1588207328,10.0.1.6,57205,192.168.0.4,8443,tcp,ssl,0.010786057,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,20887,1577759139,3661409954,,,
1588207329,10.0.1.6,57206,192.168.0.4,8443,tcp,ssl,0.009747028,997,1968,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,370,184,11124,10639,3322713688,2426067897,,,
1588207329,10.0.1.6,57207,192.168.0.4,8443,tcp,ssl,0.011960983,1203,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,213,11124,10639,545908518,3862887506,,,
1588207329,10.0.1.6,57208,192.168.0.4,8443,tcp,ssl,0.00922513,997,1949,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,366,184,11124,10639,2835986061,2515821977,,,
1588207329,10.0.1.6,57209,192.168.0.4,8443,tcp,ssl,0.009544849,1158,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,207,11124,10639,2936231667,278422674,,,
1588207329,10.0.1.6,57210,192.168.0.4,8443,tcp,ssl,0.008790016,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3794691319,133173678,,,
1588207329,10.0.1.6,57211,192.168.0.4,8443,tcp,ssl,0.007672071,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3065951689,2543870029,,,
1588207329,10.0.1.6,57212,192.168.0.4,8443,tcp,ssl,0.009850979,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,4151938249,4123392291,,,
1588207330,10.0.1.6,57215,192.168.0.4,8443,tcp,ssl,0.010534048,1320,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,230,11124,10639,2812442154,1326296757,,,
1588207330,10.0.1.6,57216,192.168.0.4,8443,tcp,ssl,0.007900953,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3132555422,3316148937,,,
1588207330,10.0.1.6,57217,192.168.0.4,8443,tcp,ssl,0.01128006,1199,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,213,11124,10639,1860832939,2621732023,,,
1588207330,10.0.1.6,57218,192.168.0.4,8443,tcp,ssl,0.007908821,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,334216429,2005796635,,,
1588207330,10.0.1.6,57221,192.168.0.4,8443,tcp,ssl,0.009643078,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2745235583,2062285416,,,
1588207331,10.0.1.6,57222,192.168.0.4,8443,tcp,ssl,0.009345055,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2820053845,2375550551,,,
1588207331,10.0.1.6,57224,192.168.0.4,8443,tcp,ssl,0.010403156,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,1085710411,54432540,,,
1588207332,10.0.1.6,57225,192.168.0.4,8443,tcp,ssl,0.023409843,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3722703118,3348983667,,,
1588207333,10.0.1.6,57226,192.168.0.4,8443,tcp,ssl,0.010519028,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3401842464,2326532863,,,
1588207334,10.0.1.6,57227,192.168.0.4,8443,tcp,ssl,0.009956837,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2765392847,1398519115,,,
1588207335,10.0.1.6,57228,192.168.0.4,8443,tcp,ssl,0.012120962,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2385879095,1301459699,,,
1588207336,10.0.1.6,57229,192.168.0.4,8443,tcp,ssl,0.011890888,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,599253628,3884322644,,,
1588207337,10.0.1.6,57230,192.168.0.4,8443,tcp,ssl,0.022907972,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2926871731,2325654526,,,
1588207338,10.0.1.6,57231,192.168.0.4,8443,tcp,ssl,0.010873795,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3803065798,376204862,,,
1588207340,10.0.1.6,57232,192.168.0.4,8443,tcp,ssl,0.010418892,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,4199457400,1694009472,,,
1588207341,10.0.1.6,57233,192.168.0.4,8443,tcp,ssl,0.011161804,997,2403,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,442,184,11124,10639,1004309113,898778177,,,
1588207341,10.0.1.6,57234,192.168.0.4,8443,tcp,ssl,0.010886908,1167,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,208,11124,10639,2184495368,1613012427,,,
1588207341,10.0.1.6,57235,192.168.0.4,8443,tcp,ssl,0.008221865,1209,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,214,11124,10639,1365375906,2427789700,,,
1588207341,10.0.1.6,57236,192.168.0.4,8443,tcp,ssl,0.011909962,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,864097024,3825333584,,,
1588207341,10.0.1.6,57237,192.168.0.4,8443,tcp,ssl,0.008008003,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3824981604,3151043755,,,
1588207342,10.0.1.6,57238,192.168.0.4,8443,tcp,ssl,0.010427952,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,20887,478132245,783407598,,,
1588207342,10.0.1.6,57239,192.168.0.4,8443,tcp,ssl,0.009515047,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,231530849,407450773,,,
1588207342,10.0.1.6,57240,192.168.0.4,8443,tcp,ssl,0.010981083,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,2613252049,1755656302,,,
1588207343,10.0.1.6,57241,192.168.0.4,8443,tcp,ssl,0.008548975,1199,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,213,11124,10639,571254818,1621619268,,,
1588207343,10.0.1.6,57242,192.168.0.4,8443,tcp,ssl,0.009320021,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3170471123,595034096,,,
1588207343,10.0.1.6,57243,192.168.0.4,8443,tcp,ssl,0.008679867,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,1247446054,1815609587,,,
1588207344,10.0.1.6,57244,192.168.0.4,8443,tcp,ssl,0.00967598,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,1438303976,3509715283,,,
1588207344,10.0.1.6,57245,192.168.0.4,8443,tcp,ssl,0.008943081,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,439214074,1535444763,,,
1588207345,10.0.1.6,57246,192.168.0.4,8443,tcp,ssl,0.010957956,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,3962421910,790224531,,,
1588207346,10.0.1.6,57247,192.168.0.4,8443,tcp,ssl,0.011476994,997,1823,RSTO,7,6,0,99,99,99,0,99,99,99,63,128,0,0,0,345,184,11124,10639,1609977788,152456670,,,
