Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,sttl,dttl,trans_depth,res_len,ct_flw_http_mthd,smeansz,dmeansz,swin,dwin,stcpb,dtcpb,Label,attack_cat
1591893368,10.0.2.15,54080,10.0.2.4,80,tcp,-,0.000612,132,493,SF,3,2,0,0,0,0,0,0,0,0,64,64,0,0,0,88,298,76,235,1823897061,155298308,1,Ddos
1591893368,10.0.2.15,54116,10.0.2.4,80,tcp,-,0.000523,133,493,SF,3,2,0,1,1,1,0,1,1,1,64,64,0,0,0,88,298,76,235,1395878875,1048952660,1,Ddos
1591893368,10.0.2.15,54118,10.0.2.4,80,tcp,-,0.000442,132,493,SF,3,2,0,2,2,2,0,2,2,2,64,64,0,0,0,88,298,76,235,213999255,2173551892,1,Ddos
1591893369,10.0.2.15,54062,10.0.2.4,80,tcp,-,20.289941,0,493,SF,4,3,0,3,3,3,0,3,3,3,64,64,0,0,0,79,219,114,9810,95431957,2345120791,1,Ddos
1591893369,10.0.2.15,54082,10.0.2.4,80,tcp,-,0.000612,132,493,SF,3,2,0,4,4,4,0,4,4,4,64,64,0,0,0,88,298,76,235,352134760,4280192472,1,Ddos
1591893369,10.0.2.15,54084,10.0.2.4,80,tcp,-,0.000524,131,493,SF,3,2,0,5,5,5,0,5,5,5,64,64,0,0,0,87,298,76,235,2659673522,3804922680,1,Ddos
1591893370,10.0.2.15,54066,10.0.2.4,80,tcp,-,20.318744,0,493,SF,4,3,0,6,6,6,0,6,6,6,64,64,0,0,0,79,219,114,9810,313983069,3355339854,1,Ddos
1591893370,10.0.2.15,54064,10.0.2.4,80,tcp,-,20.318612,0,493,SF,4,3,0,7,7,7,0,7,7,7,64,64,0,0,0,79,219,114,9810,533550621,3319920468,1,Ddos
1591893371,10.0.2.15,54070,10.0.2.4,80,tcp,-,20.342516,0,493,SF,4,3,0,8,8,8,0,8,8,8,64,64,0,0,0,79,219,114,9810,3171738331,2687877876,1,Ddos
1591893371,10.0.2.15,54068,10.0.2.4,80,tcp,-,20.342152,0,493,SF,4,3,0,9,9,9,0,9,9,9,64,64,0,0,0,79,219,114,9810,3461910880,292793460,1,Ddos
1591893371,10.0.2.15,53738,10.0.2.4,80,tcp,-,0.000558,133,493,SF,3,2,0,10,10,10,0,10,10,10,64,64,0,0,0,88,298,76,235,541924282,3747581248,1,Ddos
1591893371,10.0.2.15,53740,10.0.2.4,80,tcp,-,0.000988,132,493,RSTOS0,2,1,0,11,11,11,0,11,11,11,64,64,0,0,0,112,545,114,235,3565373897,870467712,1,Ddos
1591893371,10.0.2.15,54120,10.0.2.4,80,tcp,-,0.000567,132,493,SF,3,2,0,12,12,12,0,12,12,12,64,64,0,0,0,88,298,76,235,3414630307,2250152865,1,Ddos
1591893371,10.0.2.15,54122,10.0.2.4,80,tcp,-,0.000969,133,493,SF,3,2,0,13,13,13,0,13,13,13,64,64,0,0,0,88,298,76,235,1948140612,2472214733,1,Ddos
1591893372,10.0.2.15,53744,10.0.2.4,80,tcp,-,0.000587,132,493,SF,3,2,0,14,14,14,0,14,14,14,64,64,0,0,0,88,298,76,235,1151316958,3834824378,1,Ddos
1591893372,10.0.2.15,53746,10.0.2.4,80,tcp,-,0.000706,132,493,SF,3,2,0,15,15,15,0,15,15,15,64,64,0,0,0,88,298,76,235,1023314209,2214583344,1,Ddos
1591893372,10.0.2.15,54086,10.0.2.4,80,tcp,-,0.000571,133,493,SF,3,2,0,16,16,16,0,16,16,16,64,64,0,0,0,88,298,76,235,4248811751,371516973,1,Ddos
1591893372,10.0.2.15,54088,10.0.2.4,80,tcp,-,0.000804,133,493,SF,3,2,0,17,17,17,0,17,17,17,64,64,0,0,0,88,298,76,235,1522980386,16182479,1,Ddos
1591893372,10.0.2.15,54124,10.0.2.4,80,tcp,-,0.000669,133,493,SF,3,2,0,18,18,18,0,18,18,18,64,64,0,0,0,88,298,76,235,191864500,3327903811,1,Ddos
1591893372,10.0.2.15,54126,10.0.2.4,80,tcp,-,0.001098,133,493,RSTOS0,2,1,0,19,19,19,0,19,19,19,64,64,0,0,0,112,545,114,235,2287650008,3918350456,1,Ddos
1591893373,10.0.2.15,54090,10.0.2.4,80,tcp,-,0.000622,133,493,SF,3,2,0,20,20,20,0,20,20,20,64,64,0,0,0,88,298,76,235,372944969,3327935198,1,Ddos
1591893374,10.0.2.15,53760,10.0.2.4,80,tcp,-,0.000563,132,493,SF,3,2,0,21,21,21,0,21,21,21,64,64,0,0,0,88,298,76,235,1397032483,3470510059,1,Ddos
1591893374,10.0.2.15,53762,10.0.2.4,80,tcp,-,0.00046,133,493,SF,3,2,0,22,22,22,0,22,22,22,64,64,0,0,0,88,298,76,235,3410737421,1159674929,1,Ddos
1591893374,10.0.2.15,54092,10.0.2.4,80,tcp,-,0.000778,132,493,SF,3,2,0,23,23,23,0,23,23,23,64,64,0,0,0,88,298,76,235,3783826205,1812200685,1,Ddos
1591893374,10.0.2.15,54094,10.0.2.4,80,tcp,-,0.000667,133,493,SF,3,2,0,24,24,24,0,24,24,24,64,64,0,0,0,88,298,76,235,711060656,1849505318,1,Ddos
1591893374,10.0.2.15,54138,10.0.2.4,80,tcp,http,13.679059,133,493,SF,8,6,0,0,0,25,0,25,25,25,64,64,1,311,1,65,135,3764,5015,987449422,2726563691,1,Ddos
1591893374,10.0.2.15,54140,10.0.2.4,80,tcp,http,13.678502,132,493,SF,8,6,0,1,1,26,0,26,26,26,64,64,1,311,1,65,135,3764,5015,2068979566,1721648996,1,Ddos
1591893374,10.0.2.15,54142,10.0.2.4,80,tcp,http,13.689415,132,493,SF,7,5,0,2,2,27,0,27,27,27,64,64,1,311,1,68,152,4302,5973,3718292004,2759042888,1,Ddos
1591893374,10.0.2.15,54144,10.0.2.4,80,tcp,http,13.677586,133,493,SF,8,6,0,3,3,28,0,28,28,28,64,64,1,311,1,65,135,3764,5015,2649594120,4125976569,1,Ddos
1591893374,10.0.2.15,54146,10.0.2.4,80,tcp,http,13.677186,132,493,SF,8,6,0,4,4,29,0,29,29,29,64,64,1,311,1,65,135,3764,5015,1057576610,1144636895,1,Ddos
1591893374,10.0.2.15,54148,10.0.2.4,80,tcp,http,13.6768,133,493,SF,7,5,0,5,5,30,0,30,30,30,64,64,1,311,1,68,152,4302,5973,452550192,1983158986,1,Ddos
1591893374,10.0.2.15,54150,10.0.2.4,80,tcp,http,13.6765,133,493,SF,8,6,0,6,6,31,0,31,31,31,64,64,1,311,1,65,135,3764,5015,4125994721,2338382078,1,Ddos
1591893374,10.0.2.15,54152,10.0.2.4,80,tcp,http,13.676201,132,493,SF,8,6,0,7,7,32,0,32,32,32,64,64,1,311,1,65,135,3764,5015,1996986325,3578139290,1,Ddos
1591893374,10.0.2.15,54154,10.0.2.4,80,tcp,http,13.675922,132,493,SF,8,6,0,8,8,33,0,33,33,33,64,64,1,311,1,65,135,3764,5015,510741056,3856545509,1,Ddos
1591893374,10.0.2.15,54156,10.0.2.4,80,tcp,http,13.686795,133,493,SF,7,5,0,9,9,34,0,34,34,34,64,64,1,311,1,68,152,4302,5973,3985249278,313690803,1,Ddos
1591893374,10.0.2.15,54158,10.0.2.4,80,tcp,http,13.675307,132,493,SF,7,5,0,10,10,35,0,35,35,35,64,64,1,311,1,68,152,4302,5973,1926262948,2129941338,1,Ddos
1591893374,10.0.2.15,54160,10.0.2.4,80,tcp,http,13.686038,133,493,SF,7,5,0,11,11,36,0,36,36,36,64,64,1,311,1,68,152,4302,5973,2157967267,4182285592,1,Ddos
1591893374,10.0.2.15,54162,10.0.2.4,80,tcp,http,13.674464,132,493,SF,7,5,0,12,12,37,0,37,37,37,64,64,1,311,1,68,152,4302,5973,4184106172,2917859342,1,Ddos
1591893374,10.0.2.15,54164,10.0.2.4,80,tcp,http,13.68492,132,493,SF,7,5,0,13,13,38,0,38,38,38,64,64,1,311,1,68,152,4302,5973,2387347464,74078273,1,Ddos
1591893374,10.0.2.15,54166,10.0.2.4,80,tcp,http,13.67356,133,493,SF,7,5,0,14,14,39,0,39,39,39,64,64,1,311,1,68,152,4302,5973,3220681047,2324591073,1,Ddos
1591893374,10.0.2.15,54168,10.0.2.4,80,tcp,http,13.683935,133,493,SF,7,5,0,15,15,40,0,40,40,40,64,64,1,311,1,68,152,4302,5973,548816673,118758995,1,Ddos
1591893374,10.0.2.15,54170,10.0.2.4,80,tcp,http,13.672892,133,493,SF,7,5,0,16,16,41,0,41,41,41,64,64,1,311,1,68,152,4302,5973,4080694503,43751971,1,Ddos
1591893374,10.0.2.15,54172,10.0.2.4,80,tcp,http,13.672718,132,493,SF,7,5,0,17,17,42,0,42,42,42,64,64,1,311,1,68,152,4302,5973,2876969448,3509508931,1,Ddos
1591893374,10.0.2.15,54174,10.0.2.4,80,tcp,http,13.682638,131,493,SF,7,5,0,18,18,43,0,43,43,43,64,64,1,311,1,68,152,4302,5973,3501383138,2006027365,1,Ddos
1591893374,10.0.2.15,54176,10.0.2.4,80,tcp,http,13.671797,132,493,SF,7,5,0,19,19,44,0,44,44,44,64,64,1,311,1,68,152,4302,5973,3010806468,1576040430,1,Ddos
1591893374,10.0.2.15,54178,10.0.2.4,80,tcp,http,13.681404,133,493,SF,7,5,0,20,20,45,0,45,45,45,64,64,1,311,1,68,152,4302,5973,2725223566,2546457795,1,Ddos
1591893374,10.0.2.15,54180,10.0.2.4,80,tcp,http,13.670654,132,493,SF,7,5,0,21,21,46,0,46,46,46,64,64,1,311,1,68,152,4302,5973,1846972358,2009159296,1,Ddos
1591893374,10.0.2.15,54182,10.0.2.4,80,tcp,http,13.670297,133,493,SF,7,5,0,22,22,47,0,47,47,47,64,64,1,311,1,68,152,4302,5973,4038821099,327266536,1,Ddos
1591893374,10.0.2.15,54184,10.0.2.4,80,tcp,http,13.669785,133,493,SF,7,5,0,23,23,48,0,48,48,48,64,64,1,311,1,68,152,4302,5973,146144002,474680540,1,Ddos
1591893374,10.0.2.15,54186,10.0.2.4,80,tcp,http,13.669194,133,493,SF,7,5,0,24,24,49,0,49,49,49,64,64,1,311,1,68,152,4302,5973,881026723,2826728663,1,Ddos
1591893374,10.0.2.15,54188,10.0.2.4,80,tcp,http,13.67881,133,493,SF,7,5,0,25,25,50,0,50,50,50,64,64,1,311,1,68,152,4302,5973,3794253670,2136468350,1,Ddos
1591893374,10.0.2.15,54190,10.0.2.4,80,tcp,http,13.668357,132,493,SF,7,5,0,26,26,51,0,51,51,51,64,64,1,311,1,68,152,4302,5973,883980468,1630659279,1,Ddos
1591893374,10.0.2.15,54192,10.0.2.4,80,tcp,http,13.677412,133,493,SF,7,5,0,27,27,52,0,52,52,52,64,64,1,311,1,68,152,4302,5973,2393527959,3450502308,1,Ddos
1591893374,10.0.2.15,54194,10.0.2.4,80,tcp,http,13.666874,132,493,SF,7,5,0,28,28,53,0,53,53,53,64,64,1,311,1,68,152,4302,5973,1100961998,123656112,1,Ddos
1591893374,10.0.2.15,54196,10.0.2.4,80,tcp,http,13.676227,133,493,SF,7,5,0,29,29,54,0,54,54,54,64,64,1,311,1,68,152,4302,5973,1038348197,2334453529,1,Ddos
1591893374,10.0.2.15,54198,10.0.2.4,80,tcp,http,13.666085,133,493,SF,7,5,0,30,30,55,0,55,55,55,64,64,1,311,1,68,152,4302,5973,605309548,3508105253,1,Ddos
1591893374,10.0.2.15,54200,10.0.2.4,80,tcp,http,13.665736,132,493,SF,7,5,0,31,31,56,0,56,56,56,64,64,1,311,1,68,152,4302,5973,4194167593,390374040,1,Ddos
1591893374,10.0.2.15,54202,10.0.2.4,80,tcp,http,13.665305,131,493,SF,7,5,0,32,32,57,0,57,57,57,64,64,1,311,1,68,152,4302,5973,409837129,1204781436,1,Ddos
1591893374,10.0.2.15,54204,10.0.2.4,80,tcp,http,13.674393,133,493,SF,7,5,0,33,33,58,0,58,58,58,64,64,1,311,1,68,152,4302,5973,1589533668,2716597425,1,Ddos
1591893374,10.0.2.15,54206,10.0.2.4,80,tcp,http,13.664342,133,493,SF,7,5,0,34,34,59,0,59,59,59,64,64,1,311,1,68,152,4302,5973,2182001214,116003888,1,Ddos
1591893374,10.0.2.15,54208,10.0.2.4,80,tcp,http,13.673343,132,493,SF,7,5,0,35,35,60,0,60,60,60,64,64,1,311,1,68,152,4302,5973,198339519,2983095161,1,Ddos
1591893374,10.0.2.15,54210,10.0.2.4,80,tcp,http,13.663478,133,493,SF,7,5,0,36,36,61,0,61,61,61,64,64,1,311,1,68,152,4302,5973,1855692039,1019432052,1,Ddos
1591893374,10.0.2.15,54212,10.0.2.4,80,tcp,http,13.662935,133,493,SF,7,5,0,37,37,62,0,62,62,62,64,64,1,311,1,68,152,4302,5973,1404077621,826828528,1,Ddos
1591893374,10.0.2.15,54214,10.0.2.4,80,tcp,http,13.671581,132,493,SF,7,5,0,38,38,63,0,63,63,63,64,64,1,311,1,68,152,4302,5973,2519688616,3000989241,1,Ddos
1591893374,10.0.2.15,54216,10.0.2.4,80,tcp,http,13.661802,133,493,SF,7,5,0,39,39,64,0,64,64,64,64,64,1,311,1,68,152,4302,5973,140073584,2152930064,1,Ddos
1591893374,10.0.2.15,54218,10.0.2.4,80,tcp,http,13.670209,133,493,SF,7,5,0,40,40,65,0,65,65,65,64,64,1,311,1,68,152,4302,5973,249082003,4181388993,1,Ddos
1591893374,10.0.2.15,54220,10.0.2.4,80,tcp,http,13.660727,132,493,SF,7,5,0,41,41,66,0,66,66,66,64,64,1,311,1,68,152,4302,5973,2808708516,3013978865,1,Ddos
1591893374,10.0.2.15,54222,10.0.2.4,80,tcp,http,13.668888,132,493,SF,7,5,0,42,42,67,0,67,67,67,64,64,1,311,1,68,152,4302,5973,2064412578,3643809007,1,Ddos
1591893374,10.0.2.15,54224,10.0.2.4,80,tcp,http,13.659727,133,493,SF,7,5,0,43,43,68,0,68,68,68,64,64,1,311,1,68,152,4302,5973,2287958917,336715252,1,Ddos
1591893374,10.0.2.15,54226,10.0.2.4,80,tcp,http,13.659369,133,493,SF,7,5,0,44,44,69,0,69,69,69,64,64,1,311,1,68,152,4302,5973,3261283262,130794309,1,Ddos
1591893374,10.0.2.15,54228,10.0.2.4,80,tcp,http,13.662988,133,493,SF,7,5,0,45,45,70,0,70,70,70,64,64,1,311,1,68,152,4302,5973,3615740810,3168277909,1,Ddos
1591893374,10.0.2.15,54230,10.0.2.4,80,tcp,http,13.653779,132,493,SF,7,5,0,46,46,71,0,71,71,71,64,64,1,311,1,68,152,4302,5973,2637148733,4021871692,1,Ddos
1591893374,10.0.2.15,54232,10.0.2.4,80,tcp,http,13.652976,132,493,SF,7,5,0,47,47,72,0,72,72,72,64,64,1,311,1,68,152,4302,5973,4002612324,4101845191,1,Ddos
1591893374,10.0.2.15,54234,10.0.2.4,80,tcp,http,13.652357,132,493,SF,7,5,0,48,48,73,0,73,73,73,64,64,1,311,1,68,152,4302,5973,2507561607,460760216,1,Ddos
1591893374,10.0.2.15,54236,10.0.2.4,80,tcp,http,13.651854,133,493,SF,7,5,0,49,49,74,0,74,74,74,64,64,1,311,1,68,152,4302,5973,126758126,562633083,1,Ddos
1591893374,10.0.2.15,54238,10.0.2.4,80,tcp,http,13.65988,132,493,SF,7,5,0,50,50,75,0,75,75,75,64,64,1,311,1,68,152,4302,5973,3047808831,2305446023,1,Ddos
1591893374,10.0.2.15,54240,10.0.2.4,80,tcp,http,13.651035,133,493,SF,7,5,0,51,51,76,0,76,76,76,64,64,1,311,1,68,152,4302,5973,2544861248,2940089531,1,Ddos
1591893374,10.0.2.15,54242,10.0.2.4,80,tcp,http,13.658745,133,493,SF,7,5,0,52,52,77,0,77,77,77,64,64,1,311,1,68,152,4302,5973,2138036427,1519159202,1,Ddos
1591893374,10.0.2.15,54244,10.0.2.4,80,tcp,http,13.649856,133,493,SF,7,5,0,53,53,78,0,78,78,78,64,64,1,311,1,68,152,4302,5973,1370290125,857210020,1,Ddos
1591893374,10.0.2.15,54246,10.0.2.4,80,tcp,http,13.655837,133,493,SF,7,5,0,54,54,79,0,79,79,79,64,64,1,311,1,68,152,4302,5973,742318429,2119101220,1,Ddos
1591893374,10.0.2.15,54248,10.0.2.4,80,tcp,http,13.647121,133,493,SF,7,5,0,55,55,80,0,80,80,80,64,64,1,311,1,68,152,4302,5973,183195455,855777088,1,Ddos
1591893374,10.0.2.15,54250,10.0.2.4,80,tcp,http,13.654601,132,493,SF,7,5,0,56,56,81,0,81,81,81,64,64,1,311,1,68,152,4302,5973,2733710052,1342173860,1,Ddos
1591893374,10.0.2.15,54252,10.0.2.4,80,tcp,http,13.646,133,493,SF,7,5,0,57,57,82,0,82,82,82,64,64,1,311,1,68,152,4302,5973,2070202597,460111522,1,Ddos
1591893374,10.0.2.15,54254,10.0.2.4,80,tcp,http,13.653198,132,493,SF,7,5,0,58,58,83,0,83,83,83,64,64,1,311,1,68,152,4302,5973,776434742,243655770,1,Ddos
1591893374,10.0.2.15,54256,10.0.2.4,80,tcp,http,13.645484,133,493,SF,8,6,0,59,59,84,0,84,84,84,64,64,1,311,1,65,135,3764,5015,1954585297,368189972,1,Ddos
1591893374,10.0.2.15,54258,10.0.2.4,80,tcp,http,13.64496,133,493,SF,8,6,0,60,60,85,0,85,85,85,64,64,1,311,1,65,135,3764,5015,4232934595,205941935,1,Ddos
1591893374,10.0.2.15,54260,10.0.2.4,80,tcp,http,13.651682,133,493,SF,7,5,0,61,61,86,0,86,86,86,64,64,1,311,1,68,152,4302,5973,2909636150,2061253772,1,Ddos
1591893374,10.0.2.15,54262,10.0.2.4,80,tcp,http,13.644127,132,493,SF,8,6,0,62,62,87,0,87,87,87,64,64,1,311,1,65,135,3764,5015,419214490,1918990131,1,Ddos
1591893374,10.0.2.15,54264,10.0.2.4,80,tcp,http,13.643052,132,493,SF,8,6,0,63,63,88,0,88,88,88,64,64,1,311,1,65,135,3764,5015,458831525,4289299065,1,Ddos
1591893374,10.0.2.15,54266,10.0.2.4,80,tcp,http,13.649568,133,493,SF,7,5,0,64,64,89,0,89,89,89,64,64,1,311,1,68,152,4302,5973,931167640,2581878488,1,Ddos
1591893374,10.0.2.15,54268,10.0.2.4,80,tcp,http,13.642233,133,493,SF,8,6,0,65,65,90,0,90,90,90,64,64,1,311,1,65,135,3764,5015,158748891,884770056,1,Ddos
1591893374,10.0.2.15,54270,10.0.2.4,80,tcp,http,13.648313,133,493,SF,7,5,0,66,66,91,0,91,91,91,64,64,1,311,1,68,152,4302,5973,4013225568,3848924862,1,Ddos
1591893374,10.0.2.15,54272,10.0.2.4,80,tcp,http,13.641121,132,493,SF,8,6,0,67,67,92,0,92,92,92,64,64,1,311,1,65,135,3764,5015,2986281542,4294432175,1,Ddos
1591893374,10.0.2.15,54274,10.0.2.4,80,tcp,http,13.64063,132,493,SF,8,6,0,68,68,93,0,93,93,93,64,64,1,311,1,65,135,3764,5015,812146473,1922580698,1,Ddos
1591893374,10.0.2.15,54276,10.0.2.4,80,tcp,http,13.651465,132,493,SF,7,5,0,69,69,94,0,94,94,94,64,64,1,311,1,68,152,4302,5973,1136397231,2692654588,1,Ddos
1591893374,10.0.2.15,54278,10.0.2.4,80,tcp,http,13.63981,133,493,SF,8,6,0,70,70,95,0,95,95,95,64,64,1,311,1,65,135,3764,5015,2458376809,2710841620,1,Ddos
1591893374,10.0.2.15,54280,10.0.2.4,80,tcp,http,13.639252,131,493,SF,8,6,0,71,71,96,0,96,96,96,64,64,1,311,1,64,135,3764,5015,2785927043,333925119,1,Ddos
1591893374,10.0.2.15,54282,10.0.2.4,80,tcp,http,13.638764,132,493,SF,8,6,0,72,72,97,0,97,97,97,64,64,1,311,1,65,135,3764,5015,2292502331,2721493801,1,Ddos
1591893374,10.0.2.15,54284,10.0.2.4,80,tcp,http,13.638251,132,493,SF,8,6,0,73,73,98,0,98,98,98,64,64,1,311,1,65,135,3764,5015,2466842065,985887056,1,Ddos
1591893374,10.0.2.15,54286,10.0.2.4,80,tcp,http,13.637836,132,493,SF,8,6,0,74,74,99,0,99,99,99,64,64,1,311,1,65,135,3764,5015,3403193693,3770062061,1,Ddos
1591893374,10.0.2.15,54288,10.0.2.4,80,tcp,http,13.637563,133,493,SF,8,6,0,75,75,100,0,100,100,100,64,64,1,311,1,65,135,3764,5015,3609410705,3968019187,1,Ddos
1591893374,10.0.2.15,54290,10.0.2.4,80,tcp,http,13.637085,133,493,SF,8,6,0,76,76,100,0,100,100,100,64,64,1,311,1,65,135,3764,5015,577279339,1409262386,1,Ddos
1591893374,10.0.2.15,54292,10.0.2.4,80,tcp,http,13.636483,133,493,SF,8,6,0,77,77,100,0,100,100,100,64,64,1,311,1,65,135,3764,5015,1040906945,2725058771,1,Ddos
1591893374,10.0.2.15,54294,10.0.2.4,80,tcp,http,13.636117,132,493,SF,8,6,0,78,78,100,0,100,100,100,64,64,1,311,1,65,135,3764,5015,2853054794,363428035,1,Ddos
1591893374,10.0.2.15,54296,10.0.2.4,80,tcp,http,13.635531,132,493,SF,8,6,0,79,79,100,0,100,100,100,64,64,1,311,1,65,135,3764,5015,1360013988,2696003593,1,Ddos
1591893374,10.0.2.15,54298,10.0.2.4,80,tcp,http,13.635314,133,493,SF,8,6,0,80,80,100,0,100,100,100,64,64,1,311,1,65,135,3764,5015,2668550685,4097881401,1,Ddos
1591893374,10.0.2.15,54300,10.0.2.4,80,tcp,http,13.634867,133,493,SF,8,6,0,81,81,100,0,100,100,100,64,64,1,311,1,65,135,3764,5015,4054640644,1614544849,1,Ddos
1591893374,10.0.2.15,54302,10.0.2.4,80,tcp,http,13.634383,131,493,SF,8,6,0,82,82,100,0,100,100,100,64,64,1,311,1,64,135,3764,5015,3387505310,245423208,1,Ddos
1591893374,10.0.2.15,54304,10.0.2.4,80,tcp,http,13.634101,132,493,SF,7,5,0,83,83,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,3818433878,1382467676,1,Ddos
1591893374,10.0.2.15,54306,10.0.2.4,80,tcp,http,13.633557,133,493,SF,7,5,0,84,84,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,4138290252,2486115359,1,Ddos
1591893374,10.0.2.15,54308,10.0.2.4,80,tcp,http,13.637608,132,493,SF,7,5,0,85,85,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,671027570,3603094978,1,Ddos
1591893374,10.0.2.15,54310,10.0.2.4,80,tcp,http,13.637286,133,493,SF,7,5,0,86,86,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,2406164460,671869196,1,Ddos
1591893374,10.0.2.15,54312,10.0.2.4,80,tcp,http,13.637176,132,493,SF,7,5,0,87,87,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,2416626798,3084636502,1,Ddos
1591893374,10.0.2.15,54314,10.0.2.4,80,tcp,http,13.636735,133,493,SF,7,5,0,88,88,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,232195463,2464613237,1,Ddos
1591893374,10.0.2.15,54316,10.0.2.4,80,tcp,http,13.636248,132,493,SF,7,5,0,89,89,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,271967613,1244101769,1,Ddos
1591893374,10.0.2.15,54318,10.0.2.4,80,tcp,http,13.63596,133,493,SF,7,5,0,90,90,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,1018714891,732133012,1,Ddos
1591893374,10.0.2.15,54320,10.0.2.4,80,tcp,http,13.635447,133,493,SF,7,5,0,91,91,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,1859736340,1846296082,1,Ddos
1591893374,10.0.2.15,54322,10.0.2.4,80,tcp,http,13.635239,132,493,SF,7,5,0,92,92,100,0,100,100,100,64,64,1,311,1,68,152,4302,5973,2190641498,4010381480,1,Ddos
