Stime,srcip,sport,dstip,dsport,proto,service,dur,sbytes,dbytes,state,Spkts,Dpkts,is_sm_ips_ports,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_dst_ltm,ct_src_ltm,sttl,dttl,trans_depth,res_bdy_len,ct_flw_http_mthd,smeansz,dmeansz,swin,dwin,stcpb,dtcpb,Label,attack_cat
1591933028,10.0.2.15,40412,10.0.2.4,80,tcp,-,0.000205,0,0,SF,2,1,0,0,0,0,0,0,0,0,64,64,0,0,0,52,52,229,227,2798939732,560694008,1,Exploits
1591933028,10.0.2.15,40410,10.0.2.4,80,tcp,-,0.000187,0,0,SF,2,1,0,1,1,1,0,1,1,1,64,64,0,0,0,52,52,229,227,2218305225,907425784,1,Exploits
1591933028,10.0.2.15,40408,10.0.2.4,80,tcp,-,0.000223,0,0,SF,2,1,0,2,2,2,0,2,2,2,64,64,0,0,0,52,52,229,227,75458604,1574983912,1,Exploits
1591933031,10.0.2.15,40414,10.0.2.4,80,tcp,http,0.028563,430,3841,SF,5,5,0,0,0,3,0,3,3,3,64,64,1,10908,1,139,821,6047,5980,3793635756,1258295274,1,Exploits
1591933031,10.0.2.15,40416,10.0.2.4,80,tcp,http,1.026602,430,3841,SF,5,5,0,1,1,4,0,4,4,4,64,64,1,10908,1,139,821,6045,5980,3842698162,2906279368,1,Exploits
1591933031,10.0.2.15,40418,10.0.2.4,80,tcp,http,1.114983,433,3841,SF,5,5,0,2,2,5,0,5,5,5,64,64,1,10908,1,140,821,6045,5980,4024147820,1710253505,1,Exploits
1591933031,10.0.2.15,40420,10.0.2.4,80,tcp,http,1.181938,457,3841,SF,5,5,0,3,3,6,0,6,6,6,64,64,1,10908,1,145,821,6045,5980,350717612,3024767022,1,Exploits
1591933032,10.0.2.15,40422,10.0.2.4,80,tcp,http,0.24985,458,3841,SF,5,5,0,4,4,7,0,7,7,7,64,64,1,10908,1,145,821,6045,5980,3059712197,737477657,1,Exploits
1591933032,10.0.2.15,40424,10.0.2.4,80,tcp,http,0.698949,477,3841,SF,6,6,0,5,5,8,0,8,8,8,64,64,1,10908,1,132,693,5087,5022,1948847847,1728302665,1,Exploits
1591933032,10.0.2.15,40426,10.0.2.4,80,tcp,http,0.695534,477,3841,SF,6,6,0,6,6,9,0,9,9,9,64,64,1,10908,1,132,693,5087,5022,840374088,1449034178,1,Exploits
1591933032,10.0.2.15,40428,10.0.2.4,80,tcp,http,0.706015,451,3841,SF,5,5,0,7,7,10,0,10,10,10,64,64,1,10908,1,143,821,6045,5980,2596661065,356321200,1,Exploits
1591933033,10.0.2.15,40430,10.0.2.4,80,tcp,http,0.222511,451,3841,SF,5,5,0,8,8,11,0,11,11,11,64,64,1,10908,1,143,821,6045,5980,1054049955,3675230255,1,Exploits
1591933033,10.0.2.15,40432,10.0.2.4,80,tcp,http,0.213545,460,3841,SF,5,5,0,9,9,12,0,12,12,12,64,64,1,10908,1,145,821,6045,5980,1882549965,3293135394,1,Exploits
1591933033,10.0.2.15,40434,10.0.2.4,80,tcp,http,0.191595,460,3841,SF,5,5,0,10,10,13,0,13,13,13,64,64,1,10908,1,145,821,6045,5980,1940866352,2207546366,1,Exploits
1591933033,10.0.2.15,40436,10.0.2.4,80,tcp,http,0.184577,489,3841,SF,6,6,0,11,11,14,0,14,14,14,64,64,1,10908,1,134,693,5087,5022,3815251612,2879503506,1,Exploits
1591933033,10.0.2.15,40438,10.0.2.4,80,tcp,http,0.177737,489,3841,SF,5,5,0,12,12,15,0,15,15,15,64,64,1,10908,1,151,821,6045,5980,2013166240,3781322416,1,Exploits
1591933033,10.0.2.15,40440,10.0.2.4,80,tcp,http,0.176659,483,3841,SF,5,5,0,13,13,16,0,16,16,16,64,64,1,10908,1,150,821,6045,5980,2244826520,1859669480,1,Exploits
1591933033,10.0.2.15,40442,10.0.2.4,80,tcp,http,0.192361,483,3841,SF,5,5,0,14,14,17,0,17,17,17,64,64,1,10908,1,150,821,6045,5980,4167802097,843346692,1,Exploits
1591933033,10.0.2.15,40444,10.0.2.4,80,tcp,http,0.210584,481,3841,SF,6,6,0,15,15,18,0,18,18,18,64,64,1,10908,1,133,693,5087,5022,4002927410,3160751596,1,Exploits
1591933033,10.0.2.15,40446,10.0.2.4,80,tcp,http,0.214018,481,3841,SF,5,6,0,16,16,19,0,19,19,19,64,64,1,10908,1,149,693,6047,5022,1523194566,698360379,1,Exploits
1591933033,10.0.2.15,40448,10.0.2.4,80,tcp,http,0.228749,582,3841,SF,5,5,0,17,17,20,0,20,20,20,64,64,1,10908,1,170,821,6045,5980,2388458342,236123754,1,Exploits
1591933033,10.0.2.15,40450,10.0.2.4,80,tcp,http,0.218344,582,3841,SF,6,6,0,18,18,21,0,21,21,21,64,64,1,10908,1,150,693,5087,5023,3659644340,2430010154,1,Exploits
1591933033,10.0.2.15,40452,10.0.2.4,80,tcp,http,0.230594,703,3841,SF,5,5,0,19,19,22,0,22,22,22,64,64,1,10908,1,194,821,6047,5982,4199159942,1370018598,1,Exploits
1591933033,10.0.2.15,40454,10.0.2.4,80,tcp,http,0.20335,677,3841,SF,6,6,0,20,20,23,0,23,23,23,64,64,1,10908,1,166,693,5087,5024,1868228274,1162728081,1,Exploits
1591933033,10.0.2.15,40456,10.0.2.4,80,tcp,http,0.202293,686,3841,SF,6,6,0,21,21,24,0,24,24,24,64,64,1,10908,1,167,693,5087,5024,1509409860,3185494494,1,Exploits
1591933033,10.0.2.15,40458,10.0.2.4,80,tcp,http,0.17782,715,3841,SF,5,5,0,22,22,25,0,25,25,25,64,64,1,10908,1,196,821,6047,5982,1508066584,2029902598,1,Exploits
1591933033,10.0.2.15,40460,10.0.2.4,80,tcp,http,0.198796,709,3841,SF,5,5,0,23,23,26,0,26,26,26,64,64,1,10908,1,195,821,6047,5982,538903669,1566901719,1,Exploits
1591933033,10.0.2.15,40462,10.0.2.4,80,tcp,http,0.209459,707,3841,SF,5,6,0,24,24,27,0,27,27,27,64,64,1,10908,1,195,693,6047,5025,1169433434,1803424164,1,Exploits
1591933034,10.0.2.15,40464,10.0.2.4,80,tcp,http,0.215238,781,3841,SF,5,5,0,25,25,28,0,28,28,28,64,64,1,10908,1,209,821,6047,5983,832910492,3961367261,1,Exploits
1591933034,10.0.2.15,40466,10.0.2.4,80,tcp,http,0.221651,755,3841,SF,5,5,0,26,26,29,0,29,29,29,64,64,1,10908,1,204,821,6045,5983,263040600,4113525066,1,Exploits
1591933034,10.0.2.15,40468,10.0.2.4,80,tcp,http,0.208891,764,3841,SF,5,5,0,27,27,30,0,30,30,30,64,64,1,10908,1,206,821,6045,5983,3656525367,2751593766,1,Exploits
1591933034,10.0.2.15,40470,10.0.2.4,80,tcp,http,0.191555,793,3841,SF,5,6,0,28,28,31,0,31,31,31,64,64,1,10908,1,212,693,6047,5025,2526701029,1768360960,1,Exploits
1591933034,10.0.2.15,40472,10.0.2.4,80,tcp,http,0.184556,787,3841,SF,5,5,0,29,29,32,0,32,32,32,64,64,1,10908,1,211,821,6045,5983,854973724,418142891,1,Exploits
1591933034,10.0.2.15,40474,10.0.2.4,80,tcp,http,0.181998,785,3841,SF,5,5,0,30,30,33,0,33,33,33,64,64,1,10908,1,210,821,6045,5983,774419110,170502850,1,Exploits
1591933034,10.0.2.15,40476,10.0.2.4,80,tcp,http,0.190765,770,3841,SF,6,6,0,31,31,34,0,34,34,34,64,64,1,10908,1,181,693,5087,5025,821826768,3737709222,1,Exploits
1591933034,10.0.2.15,40478,10.0.2.4,80,tcp,http,0.193694,744,3841,SF,5,6,0,32,32,35,0,35,35,35,64,64,1,10908,1,202,693,6047,5025,931763646,359705969,1,Exploits
1591933034,10.0.2.15,40480,10.0.2.4,80,tcp,http,0.195346,753,3841,SF,6,6,0,33,33,36,0,36,36,36,64,64,1,10908,1,178,693,5087,5025,1112588980,3504593588,1,Exploits
1591933034,10.0.2.15,40482,10.0.2.4,80,tcp,http,0.197282,782,3841,SF,6,6,0,34,34,37,0,37,37,37,64,64,1,10908,1,183,693,5087,5025,111041235,4180164811,1,Exploits
1591933034,10.0.2.15,40484,10.0.2.4,80,tcp,http,0.180282,776,3841,SF,5,5,0,35,35,38,0,38,38,38,64,64,1,10908,1,208,821,6045,5983,672604521,4111289240,1,Exploits
1591933034,10.0.2.15,40486,10.0.2.4,80,tcp,http,0.172531,774,3841,SF,5,5,0,36,36,39,0,39,39,39,64,64,1,10908,1,208,821,6045,5983,1889299413,2278381533,1,Exploits
1591933034,10.0.2.15,40488,10.0.2.4,80,tcp,http,0.171143,852,3841,SF,6,6,0,37,37,40,0,40,40,40,64,64,1,10908,1,195,693,5087,5026,3420994565,1786009811,1,Exploits
1591933034,10.0.2.15,40490,10.0.2.4,80,tcp,http,0.164431,826,3841,SF,5,5,0,38,38,41,0,41,41,41,64,64,1,10908,1,218,821,6047,5984,47969224,3406517572,1,Exploits
1591933034,10.0.2.15,40492,10.0.2.4,80,tcp,http,0.177196,835,3841,SF,5,5,0,39,39,42,0,42,42,42,64,64,1,10908,1,220,821,6047,5984,2584549261,646362933,1,Exploits
1591933034,10.0.2.15,40494,10.0.2.4,80,tcp,http,0.176411,864,3841,SF,5,5,0,40,40,43,0,43,43,43,64,64,1,10908,1,226,821,6045,5984,2265385796,691835838,1,Exploits
1591933034,10.0.2.15,40496,10.0.2.4,80,tcp,http,0.177029,858,3841,SF,5,5,0,41,41,44,0,44,44,44,64,64,1,10908,1,225,821,6047,5984,2441580229,3745677730,1,Exploits
1591933035,10.0.2.15,40498,10.0.2.4,80,tcp,http,0.179031,856,3841,SF,5,5,0,42,42,45,0,45,45,45,64,64,1,10908,1,224,821,6045,5984,320567175,1853851689,1,Exploits
1591933035,10.0.2.15,40500,10.0.2.4,80,tcp,http,0.184183,667,3841,SF,5,5,0,43,43,46,0,46,46,46,64,64,1,10908,1,187,821,6045,5981,369415891,2200910359,1,Exploits
1591933035,10.0.2.15,40502,10.0.2.4,80,tcp,http,0.183986,533,3841,SF,6,6,0,44,44,47,0,47,47,47,64,64,1,10908,1,142,693,5087,5022,1773083443,1616103097,1,Exploits
1591933035,10.0.2.15,40504,10.0.2.4,80,tcp,http,0.192166,728,3841,SF,5,5,0,45,45,48,0,48,48,48,64,64,1,10908,1,199,821,6045,5982,816961141,757650466,1,Exploits
1591933035,10.0.2.15,40506,10.0.2.4,80,tcp,http,0.19592,708,3841,SF,5,5,0,46,46,49,0,49,49,49,64,64,1,10908,1,195,821,6045,5982,2734185995,1843748135,1,Exploits
1591933035,10.0.2.15,40508,10.0.2.4,80,tcp,http,0.203086,502,3841,SF,5,5,0,47,47,50,0,50,50,50,64,64,1,10908,1,154,821,6045,5980,3202803307,934994439,1,Exploits
1591933035,10.0.2.15,40510,10.0.2.4,80,tcp,http,0.175813,499,3841,SF,6,6,0,48,48,51,0,51,51,51,64,64,1,10908,1,136,693,5087,5022,3089316203,2615852066,1,Exploits
1591933035,10.0.2.15,40512,10.0.2.4,80,tcp,http,0.164985,505,3841,SF,5,5,0,49,49,52,0,52,52,52,64,64,1,10908,1,154,821,6045,5980,881693762,3151076501,1,Exploits
1591933035,10.0.2.15,40514,10.0.2.4,80,tcp,http,0.182983,502,3841,SF,6,6,0,50,50,53,0,53,53,53,64,64,1,10908,1,137,693,5087,5022,2456557925,3482143701,1,Exploits
1591933035,10.0.2.15,40516,10.0.2.4,80,tcp,http,0.190694,505,3841,SF,5,5,0,51,51,54,0,54,54,54,64,64,1,10908,1,154,821,6047,5980,3987048169,1080643570,1,Exploits
1591933035,10.0.2.15,40518,10.0.2.4,80,tcp,http,0.194317,463,3841,SF,5,5,0,52,52,55,0,55,55,55,64,64,1,10908,1,146,821,6045,5980,2165901050,2809098184,1,Exploits
1591933035,10.0.2.15,40520,10.0.2.4,80,tcp,http,0.196865,460,3841,SF,5,5,0,53,53,56,0,56,56,56,64,64,1,10908,1,145,821,6047,5980,4225332274,1981681553,1,Exploits
1591933035,10.0.2.15,40522,10.0.2.4,80,tcp,http,0.167268,466,3841,SF,5,5,0,54,54,57,0,57,57,57,64,64,1,10908,1,146,821,6045,5980,1488449886,1311281806,1,Exploits
1591933035,10.0.2.15,40524,10.0.2.4,80,tcp,http,0.145218,463,3841,SF,5,5,0,55,55,58,0,58,58,58,64,64,1,10908,1,146,821,6047,5980,3696349893,3604368269,1,Exploits
1591933035,10.0.2.15,40526,10.0.2.4,80,tcp,http,0.153742,466,3841,SF,6,6,0,56,56,59,0,59,59,59,64,64,1,10908,1,131,693,5087,5022,131265174,3165092906,1,Exploits
1591933035,10.0.2.15,40528,10.0.2.4,80,tcp,http,0.148144,472,3841,SF,5,5,0,57,57,60,0,60,60,60,64,64,1,10908,1,148,821,6045,5980,1547415572,2230428836,1,Exploits
1591933035,10.0.2.15,40530,10.0.2.4,80,tcp,http,0.154562,469,3841,SF,5,5,0,58,58,61,0,61,61,61,64,64,1,10908,1,147,821,6045,5980,1232459935,23783622,1,Exploits
1591933035,10.0.2.15,40532,10.0.2.4,80,tcp,http,0.169797,475,3841,SF,6,6,0,59,59,62,0,62,62,62,64,64,1,10908,1,132,693,5087,5022,2581848683,286174357,1,Exploits
1591933035,10.0.2.15,40534,10.0.2.4,80,tcp,http,0.189807,472,3841,SF,5,5,0,60,60,63,0,63,63,63,64,64,1,10908,1,148,821,6045,5980,3024263169,3400725092,1,Exploits
1591933036,10.0.2.15,40536,10.0.2.4,80,tcp,http,0.188627,475,3841,SF,5,5,0,61,61,64,0,64,64,64,64,64,1,10908,1,148,821,6045,5980,510115971,809287064,1,Exploits
1591933036,10.0.2.15,40538,10.0.2.4,80,tcp,http,0.187582,563,3841,SF,5,5,0,62,62,65,0,65,65,65,64,64,1,10908,1,166,821,6045,5980,1360215972,1326050732,1,Exploits
1591933036,10.0.2.15,40540,10.0.2.4,80,tcp,http,0.171899,560,3841,SF,5,5,0,63,63,66,0,66,66,66,64,64,1,10908,1,165,821,6045,5980,2253004183,2759387494,1,Exploits
1591933036,10.0.2.15,40542,10.0.2.4,80,tcp,http,0.170688,566,3841,SF,5,5,0,64,64,67,0,67,67,67,64,64,1,10908,1,166,821,6045,5980,366710033,248262646,1,Exploits
1591933036,10.0.2.15,40544,10.0.2.4,80,tcp,http,0.16637,563,3841,SF,5,5,0,65,65,68,0,68,68,68,64,64,1,10908,1,166,821,6045,5980,3202200238,1385025767,1,Exploits
1591933036,10.0.2.15,40546,10.0.2.4,80,tcp,http,0.169479,566,3841,SF,5,5,0,66,66,69,0,69,69,69,64,64,1,10908,1,166,821,6045,5980,1234398696,1765286468,1,Exploits
1591933036,10.0.2.15,40548,10.0.2.4,80,tcp,http,0.164573,529,3841,SF,5,5,0,67,67,70,0,70,70,70,64,64,1,10908,1,159,821,6045,5980,3395021313,3017406918,1,Exploits
1591933036,10.0.2.15,40550,10.0.2.4,80,tcp,http,0.171403,502,3841,SF,5,5,0,68,68,71,0,71,71,71,64,64,1,10908,1,154,821,6045,5980,3950570494,3308461326,1,Exploits
1591933036,10.0.2.15,40552,10.0.2.4,80,tcp,http,0.197214,511,3841,SF,5,5,0,69,69,72,0,72,72,72,64,64,1,10908,1,155,821,6045,5980,3359805057,4061842037,1,Exploits
1591933036,10.0.2.15,40554,10.0.2.4,80,tcp,http,0.203472,541,3841,SF,6,6,0,70,70,73,0,73,73,73,64,64,1,10908,1,143,693,5087,5022,2566585309,533270885,1,Exploits
1591933036,10.0.2.15,40556,10.0.2.4,80,tcp,http,0.200034,535,3841,SF,5,5,0,71,71,74,0,74,74,74,64,64,1,10908,1,160,821,6045,5980,1618322604,2127957262,1,Exploits
1591933036,10.0.2.15,40558,10.0.2.4,80,tcp,http,0.192772,533,3841,SF,5,5,0,72,72,75,0,75,75,75,64,64,1,10908,1,160,821,6045,5980,2891757113,1508991246,1,Exploits
1591933036,10.0.2.15,40560,10.0.2.4,80,tcp,http,0.172533,517,3841,SF,6,6,0,73,73,76,0,76,76,76,64,64,1,10908,1,139,693,5087,5022,2912812570,467585773,1,Exploits
1591933036,10.0.2.15,40562,10.0.2.4,80,tcp,http,0.178788,491,3841,SF,6,6,0,74,74,77,0,77,77,77,64,64,1,10908,1,135,693,5087,5022,1657073952,3146456775,1,Exploits
1591933036,10.0.2.15,40564,10.0.2.4,80,tcp,http,0.181595,500,3841,SF,5,5,0,75,75,78,0,78,78,78,64,64,1,10908,1,153,821,6045,5980,3779555600,3357257214,1,Exploits
1591933036,10.0.2.15,40566,10.0.2.4,80,tcp,http,0.189564,530,3841,SF,5,5,0,76,76,79,0,79,79,79,64,64,1,10908,1,159,821,6045,5980,3060672984,2074292962,1,Exploits
1591933036,10.0.2.15,40568,10.0.2.4,80,tcp,http,0.170247,523,3841,SF,5,5,0,77,77,80,0,80,80,80,64,64,1,10908,1,158,821,6045,5980,2141047491,1428024728,1,Exploits
1591933036,10.0.2.15,40570,10.0.2.4,80,tcp,http,0.167373,521,3841,SF,6,6,0,78,78,81,0,81,81,81,64,64,1,10908,1,140,693,5087,5022,2876037887,3616105819,1,Exploits
1591933037,10.0.2.15,40572,10.0.2.4,80,tcp,http,0.175801,493,3841,SF,5,5,0,79,79,82,0,82,82,82,64,64,1,10908,1,152,821,6045,5980,3804351070,106724396,1,Exploits
1591933037,10.0.2.15,40574,10.0.2.4,80,tcp,http,0.189553,467,3841,SF,6,6,0,80,80,83,0,83,83,83,64,64,1,10908,1,131,693,5087,5022,459527638,3444158658,1,Exploits
1591933037,10.0.2.15,40576,10.0.2.4,80,tcp,http,0.20592,476,3841,SF,6,6,0,81,81,84,0,84,84,84,64,64,1,10908,1,132,693,5087,5022,1804754036,1550819748,1,Exploits
1591933037,10.0.2.15,40578,10.0.2.4,80,tcp,http,0.189067,505,3841,SF,5,5,0,82,82,85,0,85,85,85,64,64,1,10908,1,154,821,6045,5980,4098846631,2871314142,1,Exploits
1591933037,10.0.2.15,40580,10.0.2.4,80,tcp,http,0.186979,499,3841,SF,5,5,0,83,83,86,0,86,86,86,64,64,1,10908,1,153,821,6045,5980,4130021040,2017325707,1,Exploits
1591933037,10.0.2.15,40582,10.0.2.4,80,tcp,http,0.181738,497,3841,SF,5,5,0,84,84,87,0,87,87,87,64,64,1,10908,1,153,821,6045,5980,2537920154,2691961761,1,Exploits
1591933037,10.0.2.15,40584,10.0.2.4,80,tcp,http,0.17277,573,3841,SF,5,5,0,85,85,88,0,88,88,88,64,64,1,10908,1,168,821,6045,5980,1941274562,559068026,1,Exploits
1591933037,10.0.2.15,40586,10.0.2.4,80,tcp,http,0.176272,547,3841,SF,5,5,0,86,86,89,0,89,89,89,64,64,1,10908,1,163,821,6045,5980,1004146815,1724903645,1,Exploits
1591933037,10.0.2.15,40588,10.0.2.4,80,tcp,http,0.181571,556,3841,SF,5,5,0,87,87,90,0,90,90,90,64,64,1,10908,1,164,821,6047,5980,4013929686,2750195845,1,Exploits
1591933037,10.0.2.15,40590,10.0.2.4,80,tcp,http,0.202808,585,3841,SF,6,6,0,88,88,91,0,91,91,91,64,64,1,10908,1,150,693,5087,5023,4036443479,1188487757,1,Exploits
1591933037,10.0.2.15,40592,10.0.2.4,80,tcp,http,0.220785,579,3841,SF,5,5,0,89,89,92,0,92,92,92,64,64,1,10908,1,169,821,6045,5980,1723723257,1229502663,1,Exploits
1591933037,10.0.2.15,40594,10.0.2.4,80,tcp,http,0.208664,577,3841,SF,6,6,0,90,90,93,0,93,93,93,64,64,1,10908,1,149,693,5087,5023,2105746065,3384641802,1,Exploits
1591933037,10.0.2.15,40596,10.0.2.4,80,tcp,http,0.186612,457,3841,SF,5,5,0,91,91,94,0,94,94,94,64,64,1,10908,1,145,821,6045,5980,3033667680,3695678316,1,Exploits
1591933037,10.0.2.15,40598,10.0.2.4,80,tcp,http,0.17581,460,3841,SF,5,5,0,92,92,95,0,95,95,95,64,64,1,10908,1,145,821,6045,5980,1085947084,635421445,1,Exploits
1591933037,10.0.2.15,40600,10.0.2.4,80,tcp,http,0.227241,470,3841,SF,5,6,0,93,93,96,0,96,96,96,64,64,1,10908,1,147,693,6047,5022,376685617,2284384698,1,Exploits
1591933037,10.0.2.15,40602,10.0.2.4,80,tcp,http,0.22441,477,3841,SF,5,5,0,94,94,97,0,97,97,97,64,64,1,10908,1,149,821,6045,5980,1013648184,3257541790,1,Exploits
1591933037,10.0.2.15,40604,10.0.2.4,80,tcp,http,0.272178,484,3841,SF,5,5,0,95,95,98,0,98,98,98,64,64,1,10908,1,150,821,6045,5980,3479159069,3636625439,1,Exploits
1591933038,10.0.2.15,40606,10.0.2.4,80,tcp,http,0.237411,491,3841,SF,5,5,0,96,96,99,0,99,99,99,64,64,1,10908,1,151,821,6047,5980,2013327809,3029516921,1,Exploits
1591933038,10.0.2.15,40608,10.0.2.4,80,tcp,http,0.243567,498,3841,SF,6,6,0,97,97,100,0,100,100,100,64,64,1,10908,1,136,693,5087,5022,2733063669,1468611867,1,Exploits
1591933038,10.0.2.15,40610,10.0.2.4,80,tcp,http,0.175779,505,3841,SF,5,5,0,98,98,100,0,100,100,100,64,64,1,10908,1,154,821,6047,5980,2265819263,1939539130,1,Exploits
1591933038,10.0.2.15,40612,10.0.2.4,80,tcp,http,0.158614,512,3841,SF,5,5,0,99,99,100,0,100,100,100,64,64,1,10908,1,156,821,6045,5980,58165119,228390494,1,Exploits
1591933038,10.0.2.15,40614,10.0.2.4,80,tcp,http,0.170116,519,3841,SF,6,6,0,100,100,100,0,100,100,100,64,64,1,10908,1,139,693,5087,5022,1813818498,685644005,1,Exploits
1591933038,10.0.2.15,40616,10.0.2.4,80,tcp,http,0.169336,526,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,158,821,6045,5980,1297275565,1170930480,1,Exploits
1591933038,10.0.2.15,40618,10.0.2.4,80,tcp,http,0.182064,534,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,160,821,6045,5980,578341209,4027655191,1,Exploits
1591933038,10.0.2.15,40620,10.0.2.4,80,tcp,http,0.196553,454,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,144,821,6047,5980,2338084517,2827716667,1,Exploits
1591933038,10.0.2.15,40622,10.0.2.4,80,tcp,http,0.250752,457,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,145,821,6045,5980,4103959770,3282597644,1,Exploits
1591933038,10.0.2.15,40624,10.0.2.4,80,tcp,http,0.25527,467,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,147,821,6045,5980,1055851668,1754037059,1,Exploits
1591933038,10.0.2.15,40626,10.0.2.4,80,tcp,http,0.260172,474,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,148,821,6045,5980,2816012981,4219972198,1,Exploits
1591933038,10.0.2.15,40628,10.0.2.4,80,tcp,http,0.21379,481,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,149,821,6045,5980,3741761822,3471897768,1,Exploits
1591933038,10.0.2.15,40630,10.0.2.4,80,tcp,http,0.190435,488,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,151,821,6045,5980,2946856181,3110795307,1,Exploits
1591933038,10.0.2.15,40632,10.0.2.4,80,tcp,http,0.190263,495,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,152,821,6045,5980,2168116922,3557608776,1,Exploits
1591933038,10.0.2.15,40634,10.0.2.4,80,tcp,http,0.194989,502,3841,SF,6,6,0,100,100,100,0,100,100,100,64,64,1,10908,1,137,693,5087,5022,949621101,827261506,1,Exploits
1591933038,10.0.2.15,40636,10.0.2.4,80,tcp,http,0.199243,509,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,155,821,6045,5980,4229446182,2600367881,1,Exploits
1591933039,10.0.2.15,40638,10.0.2.4,80,tcp,http,0.208837,516,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,156,821,6045,5980,3829655838,1813909832,1,Exploits
1591933039,10.0.2.15,40640,10.0.2.4,80,tcp,http,0.199223,523,3841,SF,6,6,0,100,100,100,0,100,100,100,64,64,1,10908,1,140,693,5087,5022,4082727564,38897544,1,Exploits
1591933039,10.0.2.15,40642,10.0.2.4,80,tcp,http,0.212597,531,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,159,821,6045,5980,3713963592,1327212412,1,Exploits
1591933039,10.0.2.15,40644,10.0.2.4,80,tcp,http,0.202721,454,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,144,821,6045,5980,1902526802,2893613030,1,Exploits
1591933039,10.0.2.15,40646,10.0.2.4,80,tcp,http,0.206759,457,3841,SF,5,5,0,100,100,100,0,100,100,100,64,64,1,10908,1,145,821,6045,5980,166611356,2965655594,1,Exploits
1591933039,10.0.2.15,40648,10.0.2.4,80,tcp,http,0.194366,467,3841,SF,5,6,0,100,100,100,0,100,100,100,64,64,1,10908,1,147,693,6047,5022,1116347708,2629732818,1,Exploits
1591933039,10.0.2.15,40650,10.0.2.4,80,tcp,http,0.206529,474,3841,SF,5,6,0,100,100,100,0,100,100,100,64,64,1,10908,1,148,693,6047,5022,4065738136,1436825032,1,Exploits
